model,model_name,image_id,category,code_language,dists,clip_sim,edge_iou,edge_f1
gpt-oss,GPT-OSS,3035,metric geometry - angle,tikz,0.1686505675315857,0.9181423187255859,0.03011912852525711,0.058476980969718866
gpt-oss,GPT-OSS,3036,metric geometry - area,tikz,0.10685449838638306,0.9923780560493469,0.22769618034362793,0.3709324528964974
gpt-oss,GPT-OSS,3037,metric geometry - area,tikz,0.21855205297470093,0.9608190655708313,0.015305598266422749,0.03014973703688987
gpt-oss,GPT-OSS,3038,metric geometry - area,tikz,0.16638946533203125,0.9534092545509338,0.05243854224681854,0.09965150023818346
gpt-oss,GPT-OSS,3039,solid geometry,tikz,0.28141164779663086,0.9296225309371948,0.05459252744913101,0.10353292766912872
gpt-oss,GPT-OSS,304,solid geometry,tikz,0.26292693614959717,0.9474999308586121,0.10188434273004532,0.1849274679643482
gpt-oss,GPT-OSS,3040,metric geometry - length,tikz,0.2547479271888733,0.8942022323608398,0.004592608660459518,0.009143225769539161
gpt-oss,GPT-OSS,305,logic,tikz,0.3081311583518982,0.8259719014167786,0.03918548673391342,0.07541576793974103
gpt-oss,GPT-OSS,306,arithmetic,tikz,0.46257638931274414,0.8378264904022217,0.00902771856635809,0.01789389684803869
gpt-oss,GPT-OSS,307,graph theory,tikz,0.2169223427772522,0.9224898815155029,0.05581992492079735,0.1057375837460811
gpt-oss,GPT-OSS,308,solid geometry,tikz,0.26541268825531006,0.9158104062080383,0.1080281138420105,0.194991639620138
gpt-oss,GPT-OSS,310,solid geometry,tikz,0.31336086988449097,0.9326356649398804,0.07061260938644409,0.1319106631958369
gpt-oss,GPT-OSS,312,statistics,tikz,0.29844796657562256,0.861558198928833,0.04127369448542595,0.07927539868065975
gpt-oss,GPT-OSS,313,solid geometry,tikz,0.22020936012268066,0.9639959931373596,0.1120581403374672,0.20153287637928213
gpt-oss,GPT-OSS,314,analytic geometry,tikz,0.24488681554794312,0.87166428565979,0.060235533863306046,0.113626705015973
gpt-oss,GPT-OSS,315,transformation geometry,tikz,0.30048656463623047,0.8673945665359497,0.2286040186882019,0.372136196846474
gpt-oss,GPT-OSS,318,algebra,tikz,0.33818328380584717,0.8993187546730042,0.05586852878332138,0.10582478292276266
gpt-oss,GPT-OSS,319,metric geometry - length,tikz,0.20141488313674927,0.964789092540741,0.18599098920822144,0.31364653702089396
gpt-oss,GPT-OSS,32,counting,tikz,0.18407869338989258,0.9247809052467346,0.07212907075881958,0.13455296949325485
gpt-oss,GPT-OSS,320,metric geometry - area,tikz,0.2390872836112976,0.927760660648346,0.05710010230541229,0.10803158934608353
gpt-oss,GPT-OSS,321,arithmetic,tikz,0.40758776664733887,0.8486912250518799,0.06800010800361633,0.12734101341253484
gpt-oss,GPT-OSS,322,metric geometry - length,tikz,0.169045090675354,0.9784496426582336,0.09550190716981888,0.17435279357455416
gpt-oss,GPT-OSS,323,algebra,tikz,0.222633957862854,0.9427582621574402,0.10598903894424438,0.19166380734256844
gpt-oss,GPT-OSS,325,topology,tikz,0.28590524196624756,0.8755513429641724,0.11763950437307358,0.21051421929358533
gpt-oss,GPT-OSS,326,algebra,tikz,0.33235830068588257,0.8027322888374329,0.058764491230249405,0.11100578382264445
gpt-oss,GPT-OSS,328,solid geometry,tikz,0.3436586856842041,0.8439011573791504,0.06527529656887054,0.12255104155596142
